Program,Year,Period,Geo Level,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value,CV (%)
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,10,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,8,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,12,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,31,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,20,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,19,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,6,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,GREENE,39,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,33,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,16,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,33,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,77,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,140,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,91,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,126,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,42,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ORANGE,71,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,65,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,16,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,17,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,11,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,10,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,4,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,12,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,5,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,PUTNAM,79,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,16,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,2,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,4,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,4,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,5,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,2,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,2,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ROCKLAND,87,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,2,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,15,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,15,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,15,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,41,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,30,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,38,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,18,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,SULLIVAN,105,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,47,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,13,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,23,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,64,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,60,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,70,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,56,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,29,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,ULSTER,111,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,77,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,3,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,16,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,22,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,8,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,16,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,11,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,7,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHEAST,90,WESTCHESTER,119,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,21,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,15,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,9,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,44,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,84,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,40,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,92,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,21,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,BROOME,7,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,80,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,16,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,9,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,47,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,108,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,45,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,90,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,38,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,CHEMUNG,15,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,46,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,42,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,8,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,33,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,86,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,61,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,70,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,133,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,SCHUYLER,97,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,101,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,32,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,9,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,47,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,102,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,73,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,99,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,50,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TIOGA,107,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,120,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,38,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,15,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,52,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,119,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,62,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,99,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,143,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHERN,80,TOMPKINS,109,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,103,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,33,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,10,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,75,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,180,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,89,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,156,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,92,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,ALLEGANY,3,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,159,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,27,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,10,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,60,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,208,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,85,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,165,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,145,27.7
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CATTARAUGUS,9,PRACTICES,"PRACTICES, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",TOTAL,132,41
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, ALLEY CROPPING & SILVAPASTURE - NUMBER OF OPERATIONS",TOTAL,27,64.9
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, CONSERVATION EASEMENT - NUMBER OF OPERATIONS",TOTAL,12,62
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONSERVATION TILLAGE, NO-TILL - NUMBER OF OPERATIONS",TOTAL,82,37.2
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, CROPLAND, CONVENTIONAL TILLAGE - NUMBER OF OPERATIONS",TOTAL,249,27.1
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, CROPLAND, COVER CROP PLANTED, (EXCL CRP) - NUMBER OF OPERATIONS",TOTAL,132,35.5
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, DRAINED BY ARTIFICIAL DITCHES - NUMBER OF OPERATIONS",TOTAL,289,29.8
CENSUS,2017,YEAR,COUNTY,NEW YORK,36,SOUTHWEST,70,CHAUTAUQUA,13,PRACTICES,"PRACTICES, LAND USE, DRAINED BY TILE - NUMBER OF OPERATIONS",TOTAL,355,27.7
